product_id;sku;ean;name;3 (cm);5  x 16 x 16 (cm);5 (cm);"5 (cm)
Jajko";"5 (cm)
Karty";"5 (cm)
helikopter";"5 (cm)
Łyżka do krojenia";5 x 16 (cm);5 x 19 x 15 (cm);"5 x 2 (cm)
Koszyczek";5 x 27 x 14 (cm);5 x 27 x 18 (cm);5 x 31 x 41 (cm);5 x 45 x 4 (cm);5 x 5 (cm);5 x 8 x 12 (cm);"5 x 8 x 5 (cm)
Książeczka";5 x 9 x 34 (cm);8 (cm);9 kg;Ciche koła;Dopuszczalne obciążenie;Długość;Efekty;GPSR;Ilości kartonowe;Interaktywna;Licencja;Materiał;Materiał wykonania;Osoba odpowiedzialna;Pasujące do;Pompowane koła;Produkt wprowadzony do obrotu na terenie UE przed 13.12.2024;Płeć;Szerokość;Typ;Waga;Wiek;Wymiary opakowania;Wymiary produktu;Wysokość;Wzrost;kolory;Średnica;świetlne
212543081;MK00910;6955920000910;MASTERKIDZ Mini Remiza Strażacka Drewniany Zestaw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;;;;;Tak;chłopiec;;;2,5 kg;od 3 lat;23,5 x 23,5 x 26,5 (cm);21 x 21 x 25,5 (cm);;;czerwony;;
212543082;MK07063;6955920007063;MASTERKIDZ Drewniany Toster;;;;;;;;;;;;;;;;;;;;;;;;;Carpenters Manufactory Limited | Huang Jin Ji Industrial zone, Shang Jie Village, Qi Shi Town, Dong Guan City, Guang Dong Province, China | mkt8@masterkidz.com;Tak;;;drewno;;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;;;;pomarańczowy;;
212543083;038244;4006485038244;Rolly Toys RollyUnimog Forst  Mercedes-Benz  Wyciągarka - Ciężarówka Samochód na Pedały;;;;;;;;;;;;;;;;;;;;;Tak;;;;Franz Schneider GmbH & Co. KG | Siemensstraße 13 - 19, 96465 Neustadt bei Coburg, Germany | info@rollytoys.de;;;;;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;119;130 x 70 x 54 (cm);;;;;
212543085;42592;5904326942592;WOOPIE BABY Przytulanka Usypiacz Projektor 2w1 Sówka - 10 Kołysanek;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;Inne;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od urodzenia;21;22 x 20 x 12 (cm);;;;;
212543086;42837;5904326942837;WOOPIE BABY Kulodrom Tor Kulkowy Zestaw Spirala + 2 Kulki;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;plastik;Plastik;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 6 miesiąca;33 x 26 x 9 (cm);44 x 17 x 17 (cm);;;wielokolorowy;;
212543089;140303;3032161403038;SMOBY Little Stolik Interaktywny Edukacyjny;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plastik;;;;Tak;chłopiec/dziewczynka;;;;od 12 miesięcy;49,6 x 15 x 59,4 (cm);47 x 47 x 53,2 (cm);;;;;
212543090;44299;5904326944299;WOOPIE BABY Elastyczna Kostka Sensoryczna Sorter dla Dzieci Kolorowe Kształty 13 el.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 12 miesięcy;18,5 x 12,5 x 17,5 (cm);kostka: 18 x 12 x 12 (cm) / klocek ok. 6 (cm);;;;;
212543091;44336;5904326944336;WOOPIE BABY Elastyczna Kostka Sensoryczna Sorter dla Dzieci Zwariowane Kształty 5 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;14,4 x 14,4 x 20 (cm);kostka: 14 x 14 x 14 (cm)  klocek ok. 5 (cm);;;;;
212543092;44114;5904326944114;WOOPIE BABY Miękka Sensoryczna Piłka Pani Metka z Wszywkami dla Malucha + Dźwięk;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 miesiąca;19 x 18 x 21 (cm);średnica;;;;;
212543093;45845;5904326945845;WOOPIE BABY Klocki Sensoryczne Układanka do Ściskania Dźwięk Nauka Liczenia 23 el.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 6 miesiąca;33 x 22 x 7,5 (cm);piłki ok. 6 x 6 x 6 (cm) / wieża pierścień ok. 9,5 x 9,5 x 12 (cm) / klocki ok. 5 x 5 x 6 (cm);;;;;
212543094;45852;5904326945852;WOOPIE BABY Klocki Sensoryczne do Ściskania 6 el.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 6 miesiąca;30,5 x 19 x 7 (cm);1 klocek ok. 6 x 6 x 6 (cm);;;;;
212543095;45739;5904326945739;WOOPIE BABY Spiner Zabawka Sensoryczna Edukacyjna 3w1;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 18 miesiąca;;spiner marchewka 12 x 5 (cm) / spiner pszczółka 11 x 10 (cm) / spiner słoneczko 10 x 10 (cm);;;;;
212543096;45883;5904326945883;WOOPIE BABY Klocki Sensoryczne do Ściskania 8 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 6 miesiąca;28;1 klocek ok. 6 x 6 x 6 (cm);;;;;
212543097;45951;5904326945951;WOOPIE BABY Kulodrom Tor Kulkowy Zestaw Spirala + 3 Kulki;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;plastik;Plastik;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 6 miesiąca;29 x 11;18 x 18 x 41 (cm);;;wielokolorowy;;
212543098;47412;5904326947412;WOOPIE BABY Sensoryczny Pingwinek Wańka Wstańka;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od urodzenia;16 x 19 x 10;8;;;niebieski;;
212543099;47412;5904326947412;WOOPIE BABY Sensoryczny Pingwinek Wańka Wstańka;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od urodzenia;16 x 19 x 10;8;;;niebieski;;
212543100;47474;5904326947474;WOOPIE BABY Kulodrom Tor Kulkowy Zestaw Spirala + 6 Kulek;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 18 miesiąca;45;18 x 18 x 60 (cm);;;wielokolorowy;;
212543101;47498;5904326947498;WOOPIE BABY Zwierzątka Sensoryczne Miękkie Zestaw 6 szt;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;0,18 (kg);od 6 miesiąca;28 x 21 x 6 (cm);5 x 6 x 5 (cm);;;wielokolorowy;;
212543104;30661;0716053830661;WOOPIE Kuchnia dla Dzieci Duży Zestaw XXL Akcesoria Garnki 36 el.;;;;;;;;;;;;;;;;;;;;;;;;świetlne;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;18 x 28 x 23 (cm);;;;czerwony;;
212543105;310910;3032163109105;SMOBY Restauracja Bar dla Dzieci 2w1 Kuchnia Jadalnia Akcesoria;;;;;;;;;;;;;;;;;;;;;;;;;SMOBY TOYS SAS | 95 Route du Haut Jura - 39170 Lavans-Lès-St.-Claude - France | www.smoby.com;;;;plastik;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;59;63 x 38;;;;;
212543107;40406;5904326940406;WOOPIE Zestaw Kawiarnia Ekspres do Kawy  + Witryna na Ciastka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;29 x 13,5 x 18,5 (cm);;;;;;
212543108;CW70059;6927049070594;CLASSIC WORLD EDU Stalowe Nierdzewne Akcesoria Kuchenne;;;;;;;;;;;;;;;;;;;;;;;;;Classic Toys (Ningbo) Co., Ltd. | No.8 Xinrui Road, Wuxiang Town Industry Park, Yinzhou District, Ningbo, Zhejiang, China | andy@classicntoys.com;;;;;Inne;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;29 x 24 x 14 (cm);;;;;;
212543109;310545;3032163105459;SMOBY Bar Plażowy Beach Bar Plaża;;;;;;;;;;;;;;;;;;;;;;;;;SMOBY TOYS SAS | 95 Route du Haut Jura - 39170 Lavans-Lès-St.-Claude - France | www.smoby.com;;;;plastik;;Producent z siedzibą w UE.;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;34;44;;;;;
212543114;MK12715;6955920012715;MASTERKIDZ Zestaw 2 Metalowe Kosze Szuszarka Do Naczyń Do Kuchni Dla Dzieci;;;;;;;;;;;;;;;;;;;;;;;;;Carpenters Manufactory Limited | Huang Jin Ji Industrial zone, Shang Jie Village, Qi Shi Town, Dong Guan City, Guang Dong Province, China | mkt8@masterkidz.com;Tak;;;;Metal;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;1 kg;od 3 lat;23;44x30x12 (cm);;;srebrny;;
212543115;MK05328;6955920005328;MASTERKIDZ Drewniany Toster + Masło Kromka Nóż Talerz Dżem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;drewno;;;;;Tak;chłopiec/dziewczynka;;;1,1 kg;od 3 lat;23,5x11x13,5 (cm);21x9x12 (cm);;;brązowy;;
212543117;ME03539;6955920003539;MASTERKIDZ Pastelowa Szafka Kuchenna Kredens;;;;;;;;;;;;;;;;;;;;;;;;;Carpenters Manufactory Limited | Huang Jin Ji Industrial zone, Shang Jie Village, Qi Shi Town, Dong Guan City, Guang Dong Province, China | mkt8@masterkidz.com;;;;drewno;Drewno;IBTK Kozicka Sp. Komandytowa | ul. Południowa 29A, 05-540 Jeziórko, Polska | ibtk@ibtk.pl;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;39;;;brązowy;;
212543118;ME03560;6955920003560;MASTERKIDZ Mikrofalówka Drewniana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tak;;;;;;;;;;;;
212543121;28699;5904326941861;WOOPIE Kuchnia Domowa Wielofunkcyjna Home Kitchen Obieg Wody  65 akc;;;;;;;;;;;;;;;;;;;;;;;;dzwiękowe;;;;;tworzywo sztuczne;;;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;47 x 19 x 67 cm;71 x 28,5 x 93,5 cm;;;wielokolorowy;;
212543122;29672;0716053829672;WOOPIE Tort Urodzinowy do Krojenia Świeczki Owoce 40 el.;;;;;;;;;;;;;;;;;;;;;;;;świetlne;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;dziewczynka;;;;od 3 lat;21 x 10 x 20;;;;różowy;;
212543123;29993;0716053829993;WOOPIE Sklep Food Truck Cukiernia Wózek Stoisko z Lodami Słodyczami Dźwięk Światło + 36 Akc;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;38 x 33 x 20 (cm);;;wielokolorowy;;
212543129;312117;3032163121176;SMOBY Chef Fabryka Ciasteczek Zdrowych Ciastek;;;;;;;;;;;;;;;;;;;;;;;;;SMOBY TOYS SAS | 95 Route du Haut Jura - 39170 Lavans-Lès-St.-Claude - France | www.smoby.com;;;;plastik;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;;od 5 lat;;40;;;;;
212543130;44428;5904326944428;WOOPIE Tort Urodzinowy i Owoce do Krojenia ze Słodkościami;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;30 x 8 x 34 (cm);średnica tortu ok. 18 (cm);;;;;
212543131;44411;5904326944411;WOOPIE Koszyk na Zakupy z Zestawem do Herbaty i Słodyczami 26 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;27 x 18 x 12;;;;;
212543135;44817;5904326944817;WOOPIE Cukiernia Lodziarnia Walizka 3w1 Torba 25 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;walizka;rozłożony sklepik;;;;;
212543142;28781;5904326941311;WOOPIE Kasa Sklepowa Dla Dzieci Skaner Waga Mikrofon + 25 Akcesoriów;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;48 x 20;;;;szary;;
212543143;29702;5904326941281;WOOPIE Kasa Sklepowa Dla Dzieci Skaner Waga Mikrofon + 24 Akc.;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;dziewczynka;;;;od 3 lat;48 x 20;;;;różowy;;
212543162;45043;5904326945043;WOOPIE Fast Food XXL Sklep Restauracja Kasa + Dystrybutor Napojów;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;40;;;;;
212543167;46842;5904326946842;WOOPIE Żelazko ze Spryskiwaczem Światłem i Dźwiękiem dla Dzieci;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;dziewczynka;;;;od 3 lat;27;21;;;brązowy;;
212543176;46774;5904326946774;WOOPIE Zestaw do Prasowania 2w1 Deska Żelazko z Muzyką 7 el.;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;;38;;;brązowy;;
212543185;46811;5904326946811;WOOPIE Zestaw XXL Deska do Prasowania z Żelazkiem Wieszakiem Koszem na Pranie i Ubraniami 14 el.;;;;;;;;;;;;;;;;;;;;;;;;inne;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;38 x 8 x 35;deska do prasowania 34;;;wielokolorowy;;
212543194;46798;5904326946798;WOOPIE Zestaw do Prasowania 2w1 Deska Żelazko + Kosz na Pranie 6 el.;;;;;;;;;;;;;;;;;;;;;;;;inne;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;39;żelazko;;;turkusowy;;
212543196;46675;5904326946675;WOOPIE Edukacyjna Lodziarnia XXL Restauracja Sklep + Nauka Liczenia 87 el.;;;;;;;;;;;;;;;;;;;;;;;;;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;Tak;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;chłopiec/dziewczynka;;;;od 3 lat;39;;;;wielokolorowy;;
212543198;271818;4006485271818;Rolly Toys rollyMetallschubkarre CAT - Metalowa Taczka dla dzieci;;;;;;;;;;;;;;;;;;;;;;do 50 kg;;;Franz Schneider GmbH & Co. KG | Siemensstraße 13 - 19, 96465 Neustadt bei Coburg, Germany | info@rollytoys.de;;;CAT;tworzywo sztuczne;;Producent z siedzibą w UE;;;Tak;chłopiec/dziewczynka;;;2;od 3-8 lat;49;80 dł. x 38 szer. x 41 wys. cm;;;czarny;;
212543200;28804;5904326941533;WOOPIE Odkurzacz dla Dzieci z Funkcją Wciągania Różowy;;;;;;;;;;;;;;;;;;;;;;;;dźwiękowe;WOOPIE Kozicka Sp.Komandytowa | ul.Południowa 29A 05-540 Jeziórko, Polska | woopie@woopie.toys;;;;tworzywo sztuczne;;WOOPIE Kozicka Sp. Komandytowa  | ul. Południowa 29A  05-540 Jeziórko, Polska  | woopie@woopie.toys ;;;Tak;dziewczynka;;;;od 3 lat;49 x 36 x 15 (cm);23 x 16 x 16 (cm) / długość rury i rączki ok. 100 (cm);;;różowy;;
