product_id;sku;ean;name;Kod producenta
212561097;1000576;4250928619754;Kubek Stalowy do milkshaker a koktajlera;1000576
212561098;1000577;4250928620026;Nóż 4 ramienny do wilka maszynki mięsa 220EXPERT;1000577
212561099;1000578;4250928622679;Nóż do szatkownicy kuchennej kutera RCKC;1000578
212561100;1000579;4250928630216;Krążki papierowe do praski hamburgerów 500szt. 130mm;1000579
212561101;1000580;4250928630223;Krążki papierowe do praski hamburgerów 500szt. 100mm;1000580
212561102;1000581;4250928624468;Taśma tnąca do piły kości mięsa RCBS;1000581
212561103;1000582;4250928625069;Nóż do szatkownicy kuchennej kutera RCKC;1000582
212561104;1000583;4250928626127;Garnek stalowy do szatkownicy kuchennej kutra RCKC;1000583
212561105;1000586;4250928628800;Garnek stalowy do szatkownicy kuchennej kutra RCKC;1000586
212561106;1000588;4250928631626;Wózek do maszyny popcornu Royal Catering;1000588
212561107;1000589;4260223029011;Ostrze do krajalnicy warzyw RCGT 2 Royal Catering;1000589
212561108;1000590;4260223029028;Ostrze do krajalnicy warzyw RCGT 1 Royal Catering;1000590
212561109;1000591;4260223029035;Ostrze do krajalnicy warzyw RCZS 1 Royal Catering;1000591
212561110;1000593;4250928601742;Dysza do grilla gazowego Lpg Propan Butan 50 mbar Royal Catering;1000593
212561111;1000594;4250928601766;Dysza do grilla gazowego Gaz Ziemny 20 mbar Royal Catering;1000594
212561112;1000595;4250928603692;Dysza do grilla gazowego Lpg Propan Butan 30 mbar Royal Catering;1000595
212561113;1000596;4250928625526;Popychacz mięsa do wilka Royal Catering;1000596
212561114;1000597;4250928617927;Popychacz do szatkownicy elektrycznej Royal Catering;1000597
212561115;1000598;4250928617064;Szpatułka do rozprowadzania ciasta naleśnikarek;1000598
212561116;1000599;4250928643728;Szklany cylinder do podgrzewacza Hot Dogów Royal Catering;1000599
212561117;1000600;4250928650917;Miarka cukru do maszyny waty cukrowej Royal Catering;1000600
212561118;1000601;4250928629890;Prowadnice do stołów chłodniczych Royal Catering;1000601
212561119;1000602;4250928629906;Prowadnice pojemników GN do stołów chłodniczych Royal Catering;1000602
212561120;1000603;4250928610584;Wzorzec masy odważnik do kalibracji wag 500 gram;1000603
212561121;1000604;4250928618764;Wzorzec masy odważnik do kalibracji wag 100 gram;1000604
212561122;1000605;4250928618252;Szczypce kuchenne do wyjmowania tygla kołnierzowego z pieca tyglowego;1000605
212561123;1000606;5902578453347;Czyściwo włókninowe uniwersalne Tetex Classic 300;1000606
212561124;1000607;5902578453354;Czyściwo włókninowe ekstremalnie chłonne Tetex Pulp 300;1000607
212561125;1000608;5902578453361;Czyściwo włókninowe bezpyłowe do szkła Tetex 500;1000608
212561126;1000609;5902578453378;Czyściwo włókninowe wzmacniane Tetex Mechanic 300;1000609
212561127;1000610;5902578453385;Czyściwo włókninowe ekstremalnie wytrzymałe Tetex Mechanic Plus 300;1000610
212561128;1000611;5902578453392;Czyściwo włókninowe miękkie do polerowania Tetex Soft 300;1000611
212561129;1000613;;Wiaderko z wkładem z włókniny do nasączania - 200 listków.;1000613
212561130;1000614;5902578453408;Czyściwo włókninowe bezpyłowe bardzo chłonne wytrzymałe Tetex Multi 300;1000614
212561131;1000615;5902578453415;Środek do mycia silnie zabrudzonych dłoni nasączania włókniny 0.8L;1000615
212561132;1000618;5902578453422;Myjka warsztatowa z obiegiem zamkniętym Mst Wan 500;1000618
212561133;1000619;5902578453439;Myjka warsztatowa z obiegiem zamkniętym Mst Wan 500 mobilna;1000619
212561134;1000620;5902578453446;Myjka warsztatowa do części z obiegiem zamkniętym Mst 800;1000620
212561135;1000621;5902578453453;Myjka warsztatowa do części z obiegiem zamkniętym Mst 800 pokrywą;1000621
212561136;1000622;5902578453460;Myjka warsztatowa do części silnika z obiegiem zamkniętym Mst 800 mobilna;1000622
212561137;1000623;5902578453477;Myjka warsztatowa do części narzędzi Mst 800 z pokrywą mobilna;1000623
212561138;1000624;5902578453484;Myjka warsztatowa do części narzędzi z obiegiem zamkniętym Mst 800 XL;1000624
212561139;1000625;5902578453491;Myjka warsztatowa do części silnika narzędzi Mst 800 XL mobilna;1000625
212561140;1000626;5902578453507;Myjka warsztatowa z obiegiem zamkniętym do części narzędzi Mst;1000626
212561141;1000627;5902578453514;Myjka warsztatowa z obiegiem zamkniętym ekologiczna Mst 1200 pokrywą;1000627
212561142;1000628;5902578453521;Myjka warsztatowa stół warsztatowy do mycia części narzędzi Mst;1000628
212561143;1000629;5902578453538;Myjka warsztatowa stół warsztatowy do mycia części narzędzi Mst 2000 z;1000629
212561144;1000632;5902578453545;Myjka warsztatowa serwisowa do części silnika podwozia Ruszmobil 800;1000632
212561145;1000633;5902578453552;Myjka do części warsztatu serwisu samochodowego Ruszmobil;1000633
