product_id;sku;ean;name
265079927;BH-1632;5999056781658;GARNKI BERLINGER HAUS BLACK BURGUNDY LINE 15 ELE BH-1632
265079928;93223;5902340932230;KASSEL CZAJNIK ELEKTRYCZNY 1,7L 93223
265079929;140256;8592381142735;GAŁKOWNICA ŁYŻKA DO NABIERANIA LODÓW 5cm ORION
265079930;93226;5902340932261;KASSEL CZAJNIK ELEKTRYCZNY Z TERMOMETREM 1,7L 93226
265079931;KH-1510;5908287215108;GRILLOWA PATELNIA GRANITOWA 24cm KINGHOFF KH-1510 ODPINANY UCHWYT
265079932;KH-1511;5908287215115;GRILLOWA PATELNIA GRANITOWA 28cm KINGHOFF KH-1511 ODPINANY UCHWYT
265079933;KH-1044;5908287210448;KAWIARKA ZAPARZACZ DO KAWY 200ml KINGHOFF KH-1044 INDUKCJA
265079934;KH-1045;5908287210455;KAWIARKA ZAPARZACZ DO KAWY 300ml KINGHOFF KH-1045 INDUKCJA
265079935;KH-1046;5908287210462;KAWIARKA ZAPARZACZ DO KAWY 450ml KINGHOFF KH-1046 INDUKCJA
265079936;BH-6184;5999108411861;GŁEBOKA PATELNIA GRANITOWA 24cm BERLINGER HAUS BLACK ROSE BH-6184
265079937;KH-1047;5908287210479;KAWIARKA ZAPARZACZ DO KAWY 600ml KINGHOFF KH-1047 INDUKCJA
265079938;93233;5902340932339;KASSEL CZAJNIK ELEKTRYCZNY 1,7L 93233
265079939;KH-1192;5908287211926;BUTELKA BIDON z wkładem na owoce 0.8L KINGHOFF KH-1192
265079940;KH-3189;5908287231894;KINGHOFF CHWYTAK DO KROJENIA CEBULI KH-3189
265079941;KH-3203;5908287232037;KINGHOFF CHLEBAK POJEMNIK NA PIECZYWO KH-3203
265079942;KH-3274;5908287232747;KINGHOFF CZAJNIK STALOWY 3.0L Z GWIZDKIEM KH-3274
265079943;KH-3290;5908287232907;KINGHOFF CZAJNIK Z GWIZDKIEM 3L KH-3290
265079944;93576;5902340935767;KASSEL ZESTAW DO OLIWY I OCTU 93576
265079946;93602;5902340936023;KASSEL ZESTAW DO KROJENIA I SERWOWANIA PIECZYWA 93602
265079947;KB-7130;5902666611307;GARNEK Z POKRYWĄ 32cm KLAUSBERG KB-7130 14L
265079948;KH-3109;5908287231092;GARNEK DO MLEKA 1,5L KINGHOFF KH-3109
265079949;KH-1015;5908287210158;KINGHOFF MINUTNIK DO GOTOWANIA JAJEK KH-1015
265079950;KH-3108;5908287231085;KINGHOFF GARNEK DO MLEKA 1L KH-3108
265079951;KH-3110;5908287231108;KINGHOFF GARNEK DO MLEKA 1L KH-3110
265079952;KH-3113;5908287231139;KINGHOFF MASZYNKA DO MAKARONU KH-3113
265079953;KH-3125;5908287231252;KINGHOFF SPIENIACZ DO MLEKA KH-3125
265079954;KH-3224;5908287232242;KINGHOFF CZAJNIK STALOWY Z GWIZDKIEM 2.0L KH-3224
265079955;KH-3262;5908287232624;KINGHOFF CZAJNIK Z GWIZDKIEM 3.0L KH-3262
265079959;KH-3269;5908287232693;KINGHOFF CZAJNIK 3L Z GWIZDKIEM KH-3269
265079960;KH-3313;5908287233133;KINGHOFF KOSZYK PAROWY DO WARZYW 28CM KH-3313
265079961;KH-3320;5908287233201;KINGHOFF GARNEK NA PARE 24cm 5.0L KH-3320
265079962;KH-3458;5908287234581;KINGHOFF NOŻYCE DO DROBIU KH-3458
265079963;KH-3920;5908287239203;KINGHOFF STOJAK NA RĘCZNIKI PAPIEROWE KH-3920
265079964;KH-3930;5908287239302;KINGHOFF PATELNIA DO NALEŚNIKÓW KH-3930 25CM MARMUREK
265079965;KH-3960;5908287239609;KINGHOFF PATELNIA DO NALEŚNIKÓW 26cm KH-3960
265079966;KH-4027;5908287240278;MASELNICZKA STALOWO AKRYLOWA KINGHOFF KH-4027
265079967;KH-4035;5908287240353;KINGHOFF STOJAK Z ŁYŻKĄ KH-4035
265079968;KH-4323;5908287243231;KINGHOFF RONDEL Z POKRYWĄ 16 cm KH-4323 1,5L
265079969;KH-1128;5908287211285;KINGHOFF PATELNIA DO NALEŚNIKÓW KH-1128 28CM MARMUREK
265079970;KH-1127;5908287211278;KINGHOFF PATELNIA DO NALEŚNIKÓW KH-1127 22cm MARMUREK
265079971;KH-3565;5908287235656;KINGHOFF SZTUĆCE 72 ELEM. SATYNA KH-3565
265079972;KH-1345;5908287213456;KINGHOFF SZTUĆCE 24 ELEM. POŁYSK KH-1345
